slug,recall_number,report_date,classification,status,recalling_firm,distribution_states,product
octopus,F-1606-2023,2023-10-04,Class I,Terminated,CenSea Inc,"OH, FL, GA, IL","Central Seafoods 30# case of IQF whole octopus. Three item codes / GTIN numbers depending on size of individual octopus: Item 10400: 2-4 pound whole octopus, GTIN 1 00 70041 20007…"
okra,H-0270-2026,2025-12-17,Class I,Terminated,CHETAK NEW YORK LLC,United States,Deep-brand Select Bhindi Cut Okra KEEP FROZEN a) Net Wt. 12 oz (340 g); b) Net Wt. 1 LB 8 oz. (24 oz.) (680 g); c) Net Wt. 2 LB (907 g)
okra,F-0575-2024,2023-12-20,Class II,Terminated,Ben E Keith Foods - Fort Worth,All products were shipped via truck to food services.,TATER KEG BACON CHEDDAR CHIVE; OKRA CUT HEAVILY BREADED IQF; POTATO TATER TOTS; FRENCH FRIES SC 3/8 IN; JALAPENO STUFFED W/CHDR CHS; CORN CUT; BEAN GREEN REGULAR CUT; BEAN GREEN S…
onion,H-0424-2026,2026-02-04,Class II,Terminated,"Prima Vera Nueva, Inc.","U.S. Distribution: CA, NV","Mushroom, Spinach & Salsa Tamales with 2 Cheeses Ingredients: Organic Corn Flour Masa, Mushrooms, Spinach, Onions, Jalapenos, Jack and White Cheddar Cheese (pasteurized milk, chee…"
onion,H-0428-2026,2026-02-04,Class II,Terminated,"Prima Vera Nueva, Inc.","U.S. Distribution: CA, NV","Black Bean Bonanza Tamales with Black Beans NO DAIRY Ingredients: Organic Corn Flour Masa, Black Beans, Salsa (Tomatoes, Onions, Chiles, Garlic & Cilantro), Non-GMO Corn, Non-hydr…"
onion,H-0427-2026,2026-02-04,Class II,Terminated,"Prima Vera Nueva, Inc.","U.S. Distribution: CA, NV","BBQ Chipotle Bean & White Cheddar Tamales Ingredients: Organic Corn Flour Masa, Beans, Jack Cheese (Pasteurized Milk, Cheese Cultures, Salt and Enzymes), Salsa (Tomatoes, Onions, …"
onion,H-0426-2026,2026-02-04,Class II,Terminated,"Prima Vera Nueva, Inc.","U.S. Distribution: CA, NV","Mushroom, Spinach & Salsa Tamales No Dairy Ingredients: Organic Corn Flour Masa, Mushrooms, Spinach, Tomatoes, Onions, Jalapenos, Non-hydrogenated Vegetable Shortning, Salt, Spice…"
onion,H-0035-2026,2025-10-22,Class I,Terminated,"Garden Fresh Foods, Inc.",Distributed in WA only,"Sliced (1/4"") green onions, refrigerated, packaged in plastic bag. Each case consist 5/6lbs. bag (net wt. 30lbs.). Garden Fresh Foods Inc. Woodinville, WA. Product is distributed …"
onion,H-0263-2025,2025-07-23,Class I,Terminated,AND GO CONCEPTS DBA SALAD AND GO,Arizona and Nevada,"FG20001 Onion, Red Diced packaged in poly bag and cardboard case. 18 lbs per case"
onion,H-0244-2025,2025-07-16,Class II,Terminated,UNFI General Corporate,"NJ, NY, MD, DC, PA",1. ORGANIC OG2 GREEN ONIONS
onion,F-0330-2025,2025-01-08,Class II,Terminated,Gracie's Kitchens Inc.,CT and NY,a.) King Kullen brand Diced Red Onion; UPC: 85316-10086; 12 oz plastic container b.) Wild By Nature brand Diced Red Onion; UPC: 85316-10086; 12 oz plastic container c.) Gracie's K…
onion,F-0329-2025,2025-01-08,Class II,Terminated,Gracie's Kitchens Inc.,CT and NY,a.) King Kullen brand Diced White Onion; UPC: 85316-10083; 12 oz plastic container b.) Wild By Nature brand Diced White Onion; UPC: 85316-10085; 12 oz plastic container c.) Gracie…
onion,F-0134-2025,2024-11-20,Class I,Terminated,"Taylor Farms Colorado, Inc.","To food service facilities in CO, KS, MO, NE, NM, UT","raw, yellow onions (whole peeled), intended for food service, packaged into plastic bags (5-lbs)"
onion,F-0135-2025,2024-11-20,Class I,Terminated,"Taylor Farms Colorado, Inc.","To food service facilities in CO, KS, MO, NE, NM, UT","raw, yellow onions (whole unpeeled), intended for food service, repacked into in 5-lb plastic bags"
onion,F-0137-2025,2024-11-20,Class I,Terminated,"FreshPoint Denver, Incorporated",Colorado,Item Number PACK/SZ BRAND DESCRIPTION Lot Codes 082076 4/5 LBS IMPERIALFRESH PROC ONION YELLOW JULIENNE 3/8 All lot codes; 170992 4/5 LB IMPERIALFRESH PROC ONION YELLOW DICED 3/8 …
onion,F-0133-2025,2024-11-20,Class I,Terminated,"Taylor Farms Colorado, Inc.","To food service facilities in CO, KS, MO, NE, NM, UT","raw, yellow onions (sliced, diced, slivered, ringed), intended for food service, packaged in plastic bags"
onion,F-0136-2025,2024-11-20,Class I,Terminated,"Taylor Farms Colorado, Inc.","To food service facilities in CO, KS, MO, NE, NM, UT","raw, yellow onions (whole unpeeled), intended for food service, in 50-lb corrugated boxes"
onion,F-0074-2025,2024-11-06,Class I,Completed,"Jack & The Green Sprouts, Inc.","IA, MN, WI","Jack & the Green Sprouts Alfalfa & Onion, Net Weight 5 oz (142g). UPC 7 63247-19594 5 Keep Refrigerated. Product of USA. Jackandthegreensprouts.com, River Falls, WI 54022"
onion,F-1815-2024,2024-09-25,Class I,Completed,"GBC Food Services, LLC dba Yummi Sushi",Indiana,Supreme Peppers Tri Blend 8-50053-68534 8 OZ Supreme Jalapenos Diced 8-50053-68536 7 OZ Supreme Peppers W/Onions 8-50053-68538 7 OZ Supreme Peppers Snacking 8-50053-68553 12 OZ
onion,F-1763-2024,2024-09-11,Class I,Ongoing,JFE FRANCHISING INC,KY MI OH WV,"Diced Pepper Tri-Blend - 8 oz 639123880024 Diced Pepper w/ White Onion - 7 oz 639123880048 Fajita Mix, Hot $5.00 - 11 oz 639123880406 Fajita Mix, Mild $5.00 - 11 oz 639123880390 D…"
onion,F-0346-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Cross Valley Farms 4/5 LB CTN FRESH 1/8"" SLIVERED YELLOW ONIONS W/ZIPPER"
onion,F-0350-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 4/5 LB CTN FRESH 3/8"" DICED RED ONIONS WITH ZIPPER"
onion,F-0381-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 4/5 LB CTN FRESH 1/4"" SLIVERED YLW ONIONS W/ZIP"
onion,F-0334-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Cross Valley Farms 1/5LB CTN FRESH 1/4"" DICED RED ONIONS W/ZIP"
onion,F-0348-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 4/5 LB CTN FRESH 1/4"" DICED RED ONIONS W/ZIPPER"
onion,F-0383-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 4/5LB CTN FRESH 1/8"" SLIVERED YLW ONIONS W/ZIP"
onion,F-0340-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Cross Valley Farms 2/5 LB CTN FRESH 1/4"" DICED YELLOW ONIONS W/ZIP"
onion,F-0361-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 4/5 LB CTN FRESH 1/4"" SLIVERED YELLOW ONIONS W/ZIPPER"
onion,F-0367-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 2/5 LB CTN FRSH 3/8"" DICED RED ONIONS W/ZIPPER"
onion,F-0344-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Cross Valley Farms 4/5 LB CTN FRESH 1/4"" SLIVERED YELLOW ONIONS W/ZIPPER"
onion,F-0356-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 2/5 LB CTN FRESH 1/4"" DICED YELLOW ONIONS W/ZIPPER"
onion,F-0398-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Ready Set Serve 4/5 LB CTN FRESH 3/8"" DICED YELLOW ONIONS W/ZIPPER"
onion,F-0362-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 2/5 LB CTN FRESH 1/8"" SLIVERED YELLOW ONIONS W/ZIPPER"
onion,F-0339-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Cross Valley Farms 1/5 LB CTN FRESH 1/4"" DICED YELLOW ONIONS W/ZIP"
onion,F-0371-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 2/5 LB CTN FRESH 3/16"" SLVERED RED ONIONS SYSCO"
onion,F-0368-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 1/5 LB CTN FRSH 1/4"" SLVRD RED ONIONS W/ZIPPER"
onion,F-0354-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 4/5 LB CTN FRESH 1/2"" DICED YELLOW ONIONS W/ZIPPER"
onion,F-0391-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","PEAK 2/5 LB CTN FRESH 3/8"" DICED YELLOW ONIONS W/ZIPPER"
onion,F-0395-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Ready Set Serve 4/5 LB CTN FRESH 1/2"" DICED YELLOW ONIONS W/ZIP"
onion,F-0376-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 4/5 LB CTN FRSH 1/4"" DICED YLW ONIONS W/ZIP"
onion,F-0373-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 4/5 LB CTN FRESH 1/2"" DICED YLW ONIONS W/ZIP"
onion,F-0360-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 2/5 LB CTN FRESH 1/4"" SLIVERED YELLOW ONIONS W/ZIPPER"
onion,F-0343-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Cross Valley Farms 4/5 LB CTN FRESH 3/8"" DICED YELLOW ONIONS W/ ZIP"
onion,F-0359-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 4/5 LB CTN FRESH 3/8"" DICED YELLOW ONIONS W/ZIPPER"
onion,F-0385-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 4/5LB CTN FRESH 3/16"" SLIVERED YLW ONIONS W/ZIP"
onion,F-0345-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Cross Valley Farms 2/5 LB CTN FRESH 1/8"" SLIVERED YELLOW ONIONS W/ZIPPER"
onion,F-0341-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Cross Valley Farms 4/5 LB CTN FRESH 1/4"" DICED YELLOW ONIONS W/ZIP"
onion,F-0353-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 1/5 LB CTN FRESH 1/2"" DICED YELLOW ONIONS W/ZIP"
onion,F-0342-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Cross Valley Farms 2/5 LB CTN FRESH 3/8"" DICED YELLOW ONIONS W/ZIP"
onion,F-0369-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 2/5 LB CTN FRESH 1/8"" SLIVERED RED ONIONS W/ZIPPER"
onion,F-0393-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Ready Set Serve 2/5LB CTN FRESH 1/4"" DICED RED ONIONS W/ZIPPER"
onion,F-0329-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 3 lb. bags, diced yellow onions"
onion,F-0332-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 10 oz cups, diced mirepoix"
onion,F-0382-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 2/5 LB CTN FRESH 1/8"" SLIVERED YLW ONIONS W/ZIP"
onion,F-0379-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh4/5 LB CTN FRSH 3/8"" DICED YLW ONIONS W/ZIP"
onion,F-0386-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","PEAK 2/5 LB CTN FRESH 1/4"" DICED RED ONIONS W/ZIP"
onion,F-0352-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 4/5 LB CTN FRESH 1/8"" SLIVERED RED ONIONS W/ZIPPER"
onion,F-0357-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 4/5 LB CTN FRESH 1/4"" DICED YELLOW ONIONS W/ZIPPER"
onion,F-0358-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 2/5 LB CTN FRESH 3/8"" DICED YELLOW ONION W/ZIPPER"
onion,F-0330-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 8 oz cups, diced yellow onions"
onion,F-0377-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 1/5 LB CTN FRSH 3/8"" DICED YLW ONIONS W/ ZIP"
onion,F-0372-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 2/5 LB CTN FRESH 1/2"" DICED YLW ONIONS W/ZIP"
onion,F-0399-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Ready Set Serve 2/5 LB CTN FRESH 1/4"" SLIVERED YELLOW ONIONS W/ZIPPER"
onion,F-0355-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 1/5 LB CTN FRESH 1/4"" DICED YELLOW ONION W/ZIPPERS"
onion,F-0392-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","PEAK 4/5 LB CTN FRESH 3/8"" DICED YELLOW ONIONS W/ZIPPER"
onion,F-0351-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 2/5 LB CTN FRESH 1/8"" SLIVERED RED ONIONS W/ZIPPER"
onion,F-0378-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 2/5 LB CTN FRSH 3/8"" DICED YLW ONION W/ZIP"
onion,F-0384-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 2/5LB CTN FRESH 3/16"" SLIVERED YLW ONIONS W/ZIP"
onion,F-0374-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 1/5 LB CTN FRSH 1/4"" DICED YLW ONIONS W/ZIP"
onion,F-0370-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 4/5 LB CTN FRESH 1/8"" SLIVERED RED ONIONS W/ZIP"
onion,F-0387-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","PEAK 4/5 LB CTN FRESH 1/4"" DICED RED ONIONS W/ZIPPER"
onion,F-0335-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Cross Valley Farms 2/5 LB CTN FRESH 1/4"" DICED RED ONION W/ZIP"
onion,F-0338-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Cross Valley Farms 4/5 LB CTN FRESH 1/2"" DICED YELLOW ONIONS W/ZIP"
onion,F-0333-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 8 oz cups, diced red onions"
onion,F-0364-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 1/5 LB CTN FRESH 1/4"" DICED RED ONIONS W/ZIPPER SYSCO"
onion,F-0396-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Ready Set Serve 2/5 LB CTN FRESH 1/4"" DICED YLW ONIONS W/ZIP"
onion,F-0389-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","PEAK 2/5 LB CTN FRESH 1/4"" DICED YELLOW ONIONS W/ZIP"
onion,F-0380-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 2/5 LB CTN FRESH 1/4"" SLIVERED YLW ONIONS W/ZIP"
onion,F-0336-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Cross Valley Farms 2/5 LB CTN FRESH 3/8"" DICED RED ONIONS W/ZIPPER"
onion,F-0365-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 2/5 LB CTN FRSH 1/4"" DICED RED ONIONS W/ZIPPER SYSCO 3295219"
onion,F-0394-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Ready Set Serve 2/5 LB CTN FRESH 1/2"" DICED YELLOW ONIONS W/ZIPPER"
onion,F-0347-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 1/5 LB CTN FRESH 1/4"" DICED RED ONIONS W/ZIPPER"
onion,F-0331-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 8 oz cups, diced celery & onions"
onion,F-0397-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Ready Set Serve 4/5 LB CTN FRESH 1/4"" DICED YLW ONIONS W/ZIP"
onion,F-0375-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Imperial Fresh 2/5 LB CTN FRSH 1/4"" DICED YLW ONIONS W/ZIP"
onion,F-0337-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Cross Valley Farms 2/5 LB CTN FRESH 1/2"" DICED YELLOW ONIONS W/ZIP"
onion,F-0363-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","4/5 LB CTN FRESH 1/4"" DICED YLW ONIONS W/ZIPPER DARDEN"
onion,F-0390-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","PEAK 4/5 LB CTN FRESH 1/4"" DICED YELLOW ONIONS W/ZIPPER"
onion,F-0388-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","PEAK 2/5 LB CTN FRESH 1/2"" DICED YELLOW ONIONS W/ZIP"
onion,F-0349-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 2/5 LB CTN FRESH 3/8"" DICED RED ONIONS WITH ZIPPER"
onion,F-0977-2023,2023-06-14,Class I,Terminated,Olam Food Ingredients,"Product shipped to Canada, Arkansas, and Illinois","Onion Powder Premium, 44.9 and 50 lb. fiber bags sold as bulk ingredient"
